"length","ticks","seconds"
349713,38649,0.038649
350214,38836,0.038836
350715,38090,0.03809
351216,38293,0.038293
351717,38218,0.038218
352218,38336,0.038336
352719,38835,0.038835
353220,38810,0.03881
353721,38385,0.038385
354222,38965,0.038965
354723,49227,0.049227
355224,40955,0.040955
355725,40123,0.040123
356226,38214,0.038214
356727,38266,0.038266
357228,38273,0.038273
357729,38391,0.038391
358230,38383,0.038383
358731,38486,0.038486
359232,39252,0.039252
359733,40063,0.040063
360234,45992,0.045992
360735,51138,0.051138
361236,47749,0.047749
361737,38802,0.038802
362238,38954,0.038954
362739,39062,0.039062
363240,40583,0.040583
363741,41549,0.041549
364242,39825,0.039825
364743,39256,0.039256
365244,39284,0.039284
365745,39394,0.039394
366246,39404,0.039404
366747,39605,0.039605
367248,51679,0.051679
367749,46898,0.046898
368250,40618,0.040618
368751,40500,0.0405
369252,41090,0.04109
369753,41133,0.041133
370254,41167,0.041167
370755,41824,0.041824
371256,52291,0.052291
371757,41768,0.041768
372258,41387,0.041387
372759,41428,0.041428
373260,41453,0.041453
373761,41325,0.041325
374262,42075,0.042075
374763,67992,0.067992
375264,54562,0.054562
375765,42088,0.042088
376266,40647,0.040647
376767,40698,0.040698
377268,40777,0.040777
377769,40761,0.040761
378270,40865,0.040865
378771,41593,0.041593
379272,54045,0.054045
379773,47511,0.047511
380274,42767,0.042767
380775,42937,0.042937
381276,42067,0.042067
381777,41140,0.04114
382278,43572,0.043572
382779,54469,0.054469
383280,46765,0.046765
383781,54418,0.054418
384282,54766,0.054766
384783,44392,0.044392
385284,41680,0.04168
385785,41593,0.041593
386286,48295,0.048295
386787,54986,0.054986
387288,51132,0.051132
387789,43094,0.043094
388290,43233,0.043233
388791,41858,0.041858
389292,41984,0.041984
389793,44234,0.044234
390294,50093,0.050093
390795,42776,0.042776
391296,54342,0.054342
391797,50567,0.050567
392298,42241,0.042241
392799,42304,0.042304
393300,42374,0.042374
393801,45330,0.04533
394302,44303,0.044303
394803,43856,0.043856
395304,43954,0.043954
395805,43948,0.043948
396306,42966,0.042966
396807,42809,0.042809
397308,43621,0.043621
397809,44760,0.04476
398310,51565,0.051565
398811,56971,0.056971
399312,50366,0.050366
399813,43253,0.043253
400314,43281,0.043281
400815,44120,0.04412
401316,57272,0.057272
401817,57420,0.05742
402318,45113,0.045113
402819,44904,0.044904
403320,43973,0.043973
403821,58513,0.058513
404322,67066,0.067066
404823,46009,0.046009
405324,50903,0.050903
405825,58078,0.058078
406326,43942,0.043942
406827,44108,0.044108
407328,44122,0.044122
407829,46611,0.046611
408330,47000,0.047
408831,45783,0.045783
409332,45628,0.045628
409833,45725,0.045725
410334,44563,0.044563
410835,44841,0.044841
411336,45368,0.045368
411837,46364,0.046364
412338,57504,0.057504
412839,59100,0.0591
413340,51124,0.051124
413841,44879,0.044879
414342,45918,0.045918
414843,45788,0.045788
415344,45612,0.045612
415845,45174,0.045174
416346,45100,0.0451
416847,45187,0.045187
417348,45204,0.045204
417849,45360,0.04536
418350,50935,0.050935
418851,58632,0.058632
419352,47842,0.047842
419853,46526,0.046526
420354,45491,0.045491
420855,45562,0.045562
421356,45649,0.045649
421857,45845,0.045845
422358,49153,0.049153
422859,48529,0.048529
423360,47316,0.047316
423861,47279,0.047279
424362,47407,0.047407
424863,47352,0.047352
425364,51936,0.051936
425865,57490,0.05749
426366,53503,0.053503
426867,60993,0.060993
427368,48886,0.048886
427869,46282,0.046282
428370,46634,0.046634
428871,48829,0.048829
429372,48106,0.048106
429873,47103,0.047103
430374,47008,0.047008
430875,46679,0.046679
431376,46824,0.046824
