"length","ticks","seconds"
290305,39723,0.039723
291306,39790,0.03979
292307,40195,0.040195
293308,40131,0.040131
294309,40376,0.040376
295310,40556,0.040556
296311,40629,0.040629
297312,40667,0.040667
298313,42800,0.0428
299314,45724,0.045724
300315,42484,0.042484
301316,42998,0.042998
302317,42652,0.042652
303318,43018,0.043018
304319,42855,0.042855
305320,43207,0.043207
306321,43262,0.043262
307322,43391,0.043391
308323,43716,0.043716
309324,44046,0.044046
310325,43405,0.043405
311326,42736,0.042736
312327,42969,0.042969
313328,43301,0.043301
314329,43161,0.043161
315330,43182,0.043182
316331,43461,0.043461
317332,46752,0.046752
318333,44521,0.044521
319334,43944,0.043944
320335,44524,0.044524
321336,45534,0.045534
322337,56299,0.056299
323338,58494,0.058494
324339,58961,0.058961
325340,59383,0.059383
326341,49422,0.049422
327342,44997,0.044997
328343,45238,0.045238
329344,45162,0.045162
330345,45301,0.045301
331346,45847,0.045847
332347,46180,0.04618
333348,45882,0.045882
334349,49947,0.049947
335350,51105,0.051105
336351,49358,0.049358
337352,46533,0.046533
338353,47949,0.047949
339354,48278,0.048278
340355,47395,0.047395
341356,47060,0.04706
342357,47337,0.047337
343358,47336,0.047336
344359,47559,0.047559
345360,47824,0.047824
346361,47693,0.047693
347362,50669,0.050669
348363,66554,0.066554
349364,75301,0.075301
350365,66528,0.066528
351366,63956,0.063956
352367,52033,0.052033
353368,51112,0.051112
354369,50635,0.050635
355370,50677,0.050677
356371,50715,0.050715
357372,49721,0.049721
358373,49784,0.049784
359374,49695,0.049695
360375,49955,0.049955
361376,49988,0.049988
362377,50247,0.050247
363378,50656,0.050656
364379,50416,0.050416
365380,50599,0.050599
366381,57862,0.057862
367382,56625,0.056625
368383,54550,0.05455
369384,52714,0.052714
370385,51444,0.051444
371386,51583,0.051583
372387,51759,0.051759
373388,51878,0.051878
374389,51929,0.051929
375390,52112,0.052112
376391,52555,0.052555
377392,52686,0.052686
378393,52881,0.052881
379394,54409,0.054409
380395,69420,0.06942
381396,70269,0.070269
382397,62947,0.062947
383398,56858,0.056858
384399,55600,0.0556
385400,55327,0.055327
386401,55931,0.055931
387402,54295,0.054295
388403,54221,0.054221
389404,54704,0.054704
390405,54418,0.054418
391406,54764,0.054764
392407,56620,0.05662
393408,55674,0.055674
394409,55241,0.055241
395410,57754,0.057754
396411,61757,0.061757
397412,59695,0.059695
398413,57720,0.05772
399414,57625,0.057625
400415,57805,0.057805
401416,57819,0.057819
402417,57991,0.057991
403418,56725,0.056725
404419,56815,0.056815
405420,56738,0.056738
406421,56920,0.05692
407422,57436,0.057436
408423,56962,0.056962
409424,58323,0.058323
410425,65240,0.06524
411426,66999,0.066999
412427,76186,0.076186
413428,76345,0.076345
414429,77032,0.077032
415430,76873,0.076873
416431,80259,0.080259
417432,77376,0.077376
418433,78314,0.078314
419434,78852,0.078852
420435,63417,0.063417
421436,59628,0.059628
422437,59855,0.059855
423438,59569,0.059569
424439,61025,0.061025
425440,60569,0.060569
426441,60634,0.060634
427442,60682,0.060682
428443,61019,0.061019
429444,60744,0.060744
430445,61207,0.061207
431446,62001,0.062001
432447,62076,0.062076
433448,63721,0.063721
434449,61778,0.061778
435450,61825,0.061825
436451,61878,0.061878
437452,61822,0.061822
438453,63085,0.063085
439454,63422,0.063422
440455,63556,0.063556
441456,62477,0.062477
442457,62437,0.062437
443458,62789,0.062789
444459,63854,0.063854
445460,63800,0.0638
446461,66231,0.066231
447462,63680,0.06368
448463,63880,0.06388
449464,64136,0.064136
450465,65592,0.065592
451466,66028,0.066028
452467,66210,0.06621
453468,64776,0.064776
454469,64391,0.064391
455470,64832,0.064832
456471,65025,0.065025
457472,65994,0.065994
458473,65437,0.065437
459474,86128,0.086128
460475,71597,0.071597
461476,77527,0.077527
462477,85679,0.085679
463478,86233,0.086233
464479,86416,0.086416
465480,87185,0.087185
466481,66347,0.066347
467482,66186,0.066186
468483,65979,0.065979
469484,66118,0.066118
470485,66250,0.06625
471486,74020,0.07402
472487,70917,0.070917
473488,68861,0.068861
474489,69246,0.069246
475490,69252,0.069252
476491,69656,0.069656
477492,69885,0.069885
478493,68452,0.068452
479494,67728,0.067728
480495,67897,0.067897
481496,68137,0.068137
482497,69480,0.06948
483498,73568,0.073568
484499,72261,0.072261
485500,87056,0.087056
486501,90937,0.090937
487502,90661,0.090661
488503,79543,0.079543
489504,69310,0.06931
490505,69477,0.069477
491506,69673,0.069673
492507,69659,0.069659
493508,72487,0.072487
494509,76611,0.076611
495510,72442,0.072442
496511,71257,0.071257
497512,70409,0.070409
498513,70308,0.070308
499514,70848,0.070848
500515,70897,0.070897
501516,71001,0.071001
502517,71248,0.071248
503518,73534,0.073534
504519,93243,0.093243
505520,92009,0.092009
506521,73906,0.073906
507522,74109,0.074109
508523,74256,0.074256
509524,73254,0.073254
510525,72583,0.072583
511526,72831,0.072831
512527,72778,0.072778
513528,72596,0.072596
514529,73054,0.073054
515530,74060,0.07406
516531,80810,0.08081
517532,76801,0.076801
518533,76076,0.076076
519534,76285,0.076285
520535,76233,0.076233
521536,76634,0.076634
522537,75901,0.075901
523538,74264,0.074264
524539,84319,0.084319
525540,115724,0.115724
526541,99064,0.099064
527542,99516,0.099516
528543,99345,0.099345
529544,99783,0.099783
530545,87076,0.087076
531546,76814,0.076814
532547,78483,0.078483
533548,77935,0.077935
534549,77759,0.077759
535550,82221,0.082221
536551,83233,0.083233
537552,81153,0.081153
538553,78702,0.078702
539554,79092,0.079092
540555,79491,0.079491
541556,79609,0.079609
542557,77183,0.077183
543558,77575,0.077575
544559,77889,0.077889
545560,80774,0.080774
546561,84447,0.084447
547562,83113,0.083113
548563,83214,0.083214
549564,83667,0.083667
550565,79617,0.079617
551566,78900,0.0789
552567,78638,0.078638
553568,79132,0.079132
554569,79248,0.079248
555570,78690,0.07869
556571,86701,0.086701
557572,84655,0.084655
558573,83157,0.083157
559574,82322,0.082322
560575,109038,0.109038
561576,105222,0.105222
562577,81137,0.081137
563578,82052,0.082052
564579,84054,0.084054
565580,82217,0.082217
566581,83090,0.08309
567582,82740,0.08274
568583,84539,0.084539
569584,83709,0.083709
570585,84030,0.08403
571586,82350,0.08235
572587,83007,0.083007
573588,83974,0.083974
574589,86190,0.08619
575590,86191,0.086191
576591,84160,0.08416
577592,85132,0.085132
578593,86584,0.086584
579594,86707,0.086707
580595,83997,0.083997
581596,84012,0.084012
582597,84716,0.084716
583598,84654,0.084654
584599,108402,0.108402
585600,88039,0.088039
586601,86716,0.086716
587602,86790,0.08679
588603,86349,0.086349
589604,84624,0.084624
590605,84164,0.084164
591606,85192,0.085192
592607,84643,0.084643
593608,85531,0.085531
594609,90785,0.090785
595610,88832,0.088832
596611,88601,0.088601
597612,88459,0.088459
598613,88467,0.088467
599614,88849,0.088849
600615,87390,0.08739
601616,86532,0.086532
602617,86424,0.086424
603618,88849,0.088849
604619,89364,0.089364
605620,95354,0.095354
606621,115071,0.115071
607622,115315,0.115315
608623,117190,0.11719
609624,116144,0.116144
610625,105535,0.105535
611626,97438,0.097438
612627,103869,0.103869
613628,90812,0.090812
614629,90990,0.09099
615630,91683,0.091683
616631,91777,0.091777
617632,89916,0.089916
618633,88744,0.088744
619634,98895,0.098895
620635,117777,0.117777
621636,97644,0.097644
622637,112754,0.112754
623638,118312,0.118312
624639,110268,0.110268
625640,89802,0.089802
626641,90146,0.090146
627642,90829,0.090829
628643,93633,0.093633
629644,95565,0.095565
630645,93613,0.093613
631646,94338,0.094338
632647,94132,0.094132
633648,93897,0.093897
634649,92291,0.092291
635650,91717,0.091717
636651,109589,0.109589
637652,108079,0.108079
638653,93242,0.093242
639654,94420,0.09442
640655,98399,0.098399
641656,93897,0.093897
642657,94910,0.09491
643658,94810,0.09481
644659,94341,0.094341
645660,94991,0.094991
646661,94915,0.094915
647662,96847,0.096847
648663,98214,0.098214
649664,97250,0.09725
650665,97077,0.097077
651666,96980,0.09698
652667,97481,0.097481
653668,98805,0.098805
654669,95904,0.095904
655670,97453,0.097453
656671,98265,0.098265
657672,97145,0.097145
658673,96691,0.096691
659674,98440,0.09844
660675,100430,0.10043
661676,97932,0.097932
662677,125560,0.12556
663678,103077,0.103077
664679,97591,0.097591
665680,95860,0.09586
666681,96508,0.096508
667682,96378,0.096378
668683,96697,0.096697
669684,97337,0.097337
670685,123501,0.123501
671686,129528,0.129528
672687,105138,0.105138
673688,99309,0.099309
674689,101305,0.101305
675690,98581,0.098581
676691,101255,0.101255
677692,100482,0.100482
678693,100047,0.100047
679694,99222,0.099222
680695,102656,0.102656
681696,103416,0.103416
682697,121479,0.121479
683698,130465,0.130465
684699,131462,0.131462
685700,125437,0.125437
686701,128216,0.128216
687702,110376,0.110376
688703,131995,0.131995
689704,131287,0.131287
690705,101468,0.101468
691706,100206,0.100206
692707,100998,0.100998
693708,108385,0.108385
694709,103894,0.103894
695710,103790,0.10379
696711,104749,0.104749
697712,104035,0.104035
698713,102270,0.10227
699714,101632,0.101632
700715,101571,0.101571
701716,120284,0.120284
702717,134124,0.134124
703718,112991,0.112991
704719,102968,0.102968
705720,102290,0.10229
706721,102535,0.102535
707722,102824,0.102824
708723,105118,0.105118
709724,111760,0.11176
710725,105972,0.105972
711726,106524,0.106524
712727,106694,0.106694
713728,106635,0.106635
714729,106469,0.106469
715730,106028,0.106028
716731,109652,0.109652
717732,114602,0.114602
718733,111890,0.11189
719734,109596,0.109596
720735,104867,0.104867
721736,104787,0.104787
722737,105355,0.105355
723738,105516,0.105516
724739,112980,0.11298
725740,112907,0.112907
726741,105849,0.105849
727742,105730,0.10573
728743,106151,0.106151
729744,105920,0.10592
730745,107548,0.107548
731746,133897,0.133897
732747,125656,0.125656
733748,130316,0.130316
734749,141209,0.141209
735750,121401,0.121401
736751,107497,0.107497
737752,109435,0.109435
738753,111692,0.111692
739754,111685,0.111685
740755,110747,0.110747
741756,110685,0.110685
742757,111388,0.111388
743758,140845,0.140845
744759,111438,0.111438
745760,137466,0.137466
746761,115940,0.11594
747762,113793,0.113793
748763,111313,0.111313
749764,109563,0.109563
750765,109120,0.10912
751766,109194,0.109194
752767,109479,0.109479
753768,120545,0.120545
754769,113545,0.113545
755770,110203,0.110203
756771,110146,0.110146
757772,110780,0.11078
758773,110447,0.110447
759774,110718,0.110718
760775,135279,0.135279
761776,146770,0.14677
762777,123742,0.123742
763778,114541,0.114541
764779,114635,0.114635
765780,115731,0.115731
766781,111719,0.111719
767782,120934,0.120934
768783,118064,0.118064
769784,114031,0.114031
770785,112116,0.112116
771786,112868,0.112868
772787,112710,0.11271
773788,112602,0.112602
774789,118071,0.118071
775790,120476,0.120476
776791,120997,0.120997
777792,117039,0.117039
778793,127065,0.127065
779794,149862,0.149862
780795,135849,0.135849
781796,153129,0.153129
782797,139816,0.139816
783798,120857,0.120857
784799,117390,0.11739
785800,117823,0.117823
786801,118276,0.118276
787802,120480,0.12048
788803,121180,0.12118
789804,117366,0.117366
790805,118205,0.118205
791806,117711,0.117711
792807,117654,0.117654
793808,122110,0.12211
794809,122338,0.122338
795810,125310,0.12531
796811,150005,0.150005
797812,183513,0.183513
798813,155656,0.155656
799814,158844,0.158844
800815,121211,0.121211
801816,121047,0.121047
802817,123214,0.123214
803818,121096,0.121096
804819,120543,0.120543
805820,120142,0.120142
806821,120976,0.120976
807822,143927,0.143927
808823,141646,0.141646
809824,118139,0.118139
810825,119211,0.119211
811826,158213,0.158213
812827,134840,0.13484
813828,121112,0.121112
814829,121882,0.121882
815830,123436,0.123436
816831,121317,0.121317
817832,121723,0.121723
818833,123521,0.123521
819834,126162,0.126162
820835,122289,0.122289
821836,127383,0.127383
822837,133681,0.133681
823838,160170,0.16017
824839,160597,0.160597
825840,153193,0.153193
826841,124655,0.124655
827842,122749,0.122749
828843,123520,0.12352
829844,147680,0.14768
830845,161269,0.161269
831846,131360,0.13136
832847,124167,0.124167
833848,136408,0.136408
834849,191316,0.191316
835850,166605,0.166605
836851,165638,0.165638
837852,134419,0.134419
838853,141830,0.14183
839854,163590,0.16359
840855,129463,0.129463
841856,123342,0.123342
842857,124065,0.124065
843858,138306,0.138306
844859,163631,0.163631
845860,130653,0.130653
846861,128002,0.128002
847862,124421,0.124421
848863,129593,0.129593
849864,165331,0.165331
850865,126650,0.12665
851866,125492,0.125492
852867,124748,0.124748
853868,125396,0.125396
854869,125790,0.12579
855870,130417,0.130417
856871,158487,0.158487
857872,147859,0.147859
858873,129775,0.129775
859874,126636,0.126636
860875,127686,0.127686
861876,162805,0.162805
862877,145255,0.145255
863878,167557,0.167557
864879,153423,0.153423
865880,127375,0.127375
866881,127427,0.127427
867882,136114,0.136114
868883,132169,0.132169
869884,128010,0.12801
870885,128207,0.128207
871886,127842,0.127842
872887,129764,0.129764
873888,163425,0.163425
874889,146162,0.146162
875890,136584,0.136584
876891,129902,0.129902
877892,129280,0.12928
878893,129266,0.129266
879894,134972,0.134972
880895,139358,0.139358
881896,134034,0.134034
882897,134192,0.134192
883898,132523,0.132523
884899,130258,0.130258
885900,162388,0.162388
886901,160721,0.160721
887902,139762,0.139762
888903,132661,0.132661
889904,131127,0.131127
890905,130943,0.130943
891906,133029,0.133029
892907,142970,0.14297
893908,136769,0.136769
894909,135335,0.135335
895910,134571,0.134571
896911,132658,0.132658
897912,165833,0.165833
898913,174074,0.174074
899914,174580,0.17458
900915,156785,0.156785
901916,133235,0.133235
902917,132864,0.132864
903918,144591,0.144591
904919,141015,0.141015
905920,137566,0.137566
906921,137841,0.137841
907922,133465,0.133465
908923,134636,0.134636
909924,142775,0.142775
910925,141588,0.141588
911926,138240,0.13824
912927,134516,0.134516
