"length","ticks","seconds"
290305,56257,0.056257
291306,56455,0.056455
292307,56809,0.056809
293308,56913,0.056913
294309,57307,0.057307
295310,57660,0.05766
296311,58544,0.058544
297312,58011,0.058011
298313,59710,0.05971
299314,75250,0.07525
300315,76973,0.076973
301316,74492,0.074492
302317,61310,0.06131
303318,60262,0.060262
304319,59707,0.059707
305320,59742,0.059742
306321,60171,0.060171
307322,60775,0.060775
308323,60576,0.060576
309324,60818,0.060818
310325,61127,0.061127
311326,61279,0.061279
312327,61068,0.061068
313328,62255,0.062255
314329,65981,0.065981
315330,67481,0.067481
316331,65026,0.065026
317332,69045,0.069045
318333,67429,0.067429
319334,67359,0.067359
320335,66176,0.066176
321336,65293,0.065293
322337,65426,0.065426
323338,66617,0.066617
324339,67089,0.067089
325340,67806,0.067806
326341,67079,0.067079
327342,67385,0.067385
328343,67794,0.067794
329344,64737,0.064737
330345,65900,0.0659
331346,65826,0.065826
332347,65477,0.065477
333348,65410,0.06541
334349,66740,0.06674
335350,66185,0.066185
336351,66570,0.06657
337352,66600,0.0666
338353,67097,0.067097
339354,66614,0.066614
340355,67042,0.067042
341356,67398,0.067398
342357,68084,0.068084
343358,70782,0.070782
344359,68085,0.068085
345360,67970,0.06797
346361,68429,0.068429
347362,69420,0.06942
348363,74409,0.074409
349364,74095,0.074095
350365,73147,0.073147
351366,69776,0.069776
352367,71077,0.071077
353368,70242,0.070242
354369,72866,0.072866
355370,72639,0.072639
356371,71499,0.071499
357372,70737,0.070737
358373,70812,0.070812
359374,72399,0.072399
360375,72060,0.07206
361376,71798,0.071798
362377,72402,0.072402
363378,73142,0.073142
364379,73866,0.073866
365380,74235,0.074235
366381,74044,0.074044
367382,73345,0.073345
368383,93128,0.093128
369384,86771,0.086771
370385,93337,0.093337
371386,96359,0.096359
372387,88208,0.088208
373388,73330,0.07333
374389,73524,0.073524
375390,73690,0.07369
376391,73823,0.073823
377392,74102,0.074102
378393,74262,0.074262
379394,75880,0.07588
380395,93696,0.093696
381396,89997,0.089997
382397,77333,0.077333
383398,77523,0.077523
384399,75438,0.075438
385400,75573,0.075573
386401,75755,0.075755
387402,75955,0.075955
388403,76086,0.076086
389404,76376,0.076376
390405,76552,0.076552
391406,82633,0.082633
392407,84902,0.084902
393408,78134,0.078134
394409,77501,0.077501
395410,77726,0.077726
396411,80250,0.08025
397412,104074,0.104074
398413,94658,0.094658
399414,82050,0.08205
400415,91523,0.091523
401416,101145,0.101145
402417,82612,0.082612
403418,79515,0.079515
404419,79777,0.079777
405420,91274,0.091274
406421,106078,0.106078
407422,103288,0.103288
408423,81501,0.081501
409424,82597,0.082597
410425,94594,0.094594
411426,93770,0.09377
412427,83255,0.083255
413428,83159,0.083159
414429,86507,0.086507
415430,86729,0.086729
416431,84326,0.084326
417432,83441,0.083441
418433,84270,0.08427
419434,85114,0.085114
420435,85509,0.085509
421436,109455,0.109455
422437,88034,0.088034
423438,85079,0.085079
424439,110143,0.110143
425440,111334,0.111334
426441,107403,0.107403
427442,84474,0.084474
428443,84700,0.0847
429444,85025,0.085025
430445,85127,0.085127
431446,94627,0.094627
432447,109352,0.109352
433448,116842,0.116842
434449,114122,0.114122
435450,114454,0.114454
436451,114361,0.114361
437452,105022,0.105022
438453,89448,0.089448
439454,88749,0.088749
440455,88767,0.088767
441456,88084,0.088084
442457,88211,0.088211
443458,89168,0.089168
444459,90053,0.090053
445460,90414,0.090414
446461,90194,0.090194
447462,92174,0.092174
448463,106982,0.106982
449464,106367,0.106367
450465,100392,0.100392
451466,119033,0.119033
452467,118892,0.118892
453468,111418,0.111418
454469,92001,0.092001
455470,94090,0.09409
456471,95016,0.095016
457472,92972,0.092972
458473,91471,0.091471
459474,92467,0.092467
460475,93294,0.093294
461476,92889,0.092889
462477,96063,0.096063
463478,95620,0.09562
464479,93794,0.093794
465480,97147,0.097147
466481,100959,0.100959
467482,94395,0.094395
468483,93853,0.093853
469484,106562,0.106562
470485,103786,0.103786
471486,105648,0.105648
472487,103379,0.103379
473488,102318,0.102318
474489,102267,0.102267
475490,102157,0.102157
476491,97118,0.097118
477492,96647,0.096647
478493,98178,0.098178
479494,100391,0.100391
480495,98593,0.098593
481496,99421,0.099421
482497,100472,0.100472
483498,99608,0.099608
484499,120086,0.120086
485500,101005,0.101005
486501,99616,0.099616
487502,98869,0.098869
488503,107550,0.10755
489504,104460,0.10446
490505,130250,0.13025
491506,131506,0.131506
492507,130601,0.130601
493508,105472,0.105472
494509,99002,0.099002
495510,99492,0.099492
496511,100139,0.100139
497512,100483,0.100483
498513,101606,0.101606
499514,102958,0.102958
500515,106535,0.106535
501516,101847,0.101847
502517,101238,0.101238
503518,102108,0.102108
504519,106852,0.106852
505520,102281,0.102281
506521,102641,0.102641
507522,103965,0.103965
508523,104235,0.104235
509524,134371,0.134371
510525,105443,0.105443
511526,121427,0.121427
512527,104655,0.104655
513528,104000,0.104
514529,107302,0.107302
515530,105379,0.105379
516531,106978,0.106978
517532,107587,0.107587
518533,105713,0.105713
519534,105545,0.105545
520535,109833,0.109833
521536,106726,0.106726
522537,105873,0.105873
523538,105996,0.105996
524539,107274,0.107274
525540,108775,0.108775
526541,107292,0.107292
527542,107379,0.107379
528543,107040,0.10704
529544,108947,0.108947
530545,107789,0.107789
531546,111227,0.111227
532547,109781,0.109781
533548,127862,0.127862
534549,136898,0.136898
535550,109491,0.109491
536551,109661,0.109661
537552,131247,0.131247
538553,142641,0.142641
539554,143411,0.143411
540555,123525,0.123525
541556,109539,0.109539
542557,109962,0.109962
543558,109635,0.109635
544559,111052,0.111052
545560,109755,0.109755
546561,111043,0.111043
547562,112042,0.112042
548563,111507,0.111507
549564,111553,0.111553
550565,111565,0.111565
551566,146562,0.146562
552567,193454,0.193454
553568,148346,0.148346
554569,139772,0.139772
555570,112868,0.112868
556571,115434,0.115434
557572,113279,0.113279
558573,113886,0.113886
559574,113767,0.113767
560575,114371,0.114371
561576,114469,0.114469
562577,118599,0.118599
563578,115048,0.115048
564579,116101,0.116101
565580,120228,0.120228
566581,120317,0.120317
567582,117683,0.117683
568583,116733,0.116733
569584,121001,0.121001
570585,138388,0.138388
571586,116632,0.116632
572587,116224,0.116224
573588,118337,0.118337
574589,120133,0.120133
575590,117450,0.11745
576591,117565,0.117565
577592,119611,0.119611
578593,128684,0.128684
579594,121340,0.12134
580595,117448,0.117448
581596,117653,0.117653
582597,117831,0.117831
583598,117973,0.117973
584599,136553,0.136553
585600,156879,0.156879
586601,140146,0.140146
587602,120908,0.120908
588603,122070,0.12207
589604,121945,0.121945
590605,123019,0.123019
591606,123431,0.123431
592607,122452,0.122452
593608,121939,0.121939
594609,122905,0.122905
595610,156913,0.156913
596611,161871,0.161871
597612,141979,0.141979
598613,124223,0.124223
599614,123423,0.123423
600615,128597,0.128597
601616,126294,0.126294
602617,125140,0.12514
603618,124854,0.124854
604619,126827,0.126827
605620,125501,0.125501
606621,125913,0.125913
607622,126276,0.126276
608623,131844,0.131844
609624,160502,0.160502
610625,125565,0.125565
611626,127720,0.12772
612627,126157,0.126157
613628,127773,0.127773
614629,128401,0.128401
615630,131037,0.131037
616631,131816,0.131816
617632,133265,0.133265
618633,143053,0.143053
619634,143060,0.14306
620635,129055,0.129055
621636,128258,0.128258
622637,128248,0.128248
623638,127570,0.12757
624639,126855,0.126855
625640,128031,0.128031
626641,162494,0.162494
627642,168332,0.168332
628643,168440,0.16844
629644,133403,0.133403
630645,131740,0.13174
631646,128062,0.128062
632647,142831,0.142831
633648,174426,0.174426
634649,170623,0.170623
635650,135161,0.135161
636651,157282,0.157282
637652,149576,0.149576
638653,133983,0.133983
639654,133380,0.13338
640655,133496,0.133496
641656,133194,0.133194
642657,133784,0.133784
643658,143749,0.143749
644659,158291,0.158291
645660,136792,0.136792
646661,135289,0.135289
647662,134154,0.134154
648663,131569,0.131569
649664,131786,0.131786
650665,140068,0.140068
651666,165867,0.165867
652667,148255,0.148255
653668,171952,0.171952
654669,166804,0.166804
655670,181927,0.181927
656671,155545,0.155545
657672,138148,0.138148
658673,137975,0.137975
659674,138028,0.138028
660675,135141,0.135141
661676,185425,0.185425
662677,191437,0.191437
663678,139280,0.13928
664679,137886,0.137886
665680,135179,0.135179
666681,146738,0.146738
667682,184188,0.184188
668683,162447,0.162447
669684,141266,0.141266
670685,141095,0.141095
671686,140316,0.140316
672687,136943,0.136943
673688,138043,0.138043
674689,171782,0.171782
675690,186146,0.186146
676691,182277,0.182277
677692,182326,0.182326
678693,187954,0.187954
679694,155576,0.155576
680695,142198,0.142198
681696,139194,0.139194
682697,139434,0.139434
683698,140174,0.140174
684699,139951,0.139951
685700,145763,0.145763
686701,161547,0.161547
687702,185525,0.185525
688703,153628,0.153628
689704,140952,0.140952
690705,141836,0.141836
691706,152364,0.152364
692707,144340,0.14434
693708,142157,0.142157
694709,142143,0.142143
695710,142309,0.142309
696711,156559,0.156559
697712,177297,0.177297
698713,152156,0.152156
699714,148597,0.148597
700715,146467,0.146467
701716,146580,0.14658
702717,148282,0.148282
703718,147763,0.147763
704719,147759,0.147759
705720,150072,0.150072
706721,169801,0.169801
707722,191770,0.19177
708723,196679,0.196679
709724,161155,0.161155
710725,153706,0.153706
711726,146067,0.146067
712727,146258,0.146258
713728,196766,0.196766
714729,164245,0.164245
715730,150091,0.150091
716731,147299,0.147299
717732,147354,0.147354
718733,147740,0.14774
719734,149737,0.149737
720735,185126,0.185126
721736,152026,0.152026
722737,151581,0.151581
723738,155759,0.155759
724739,159556,0.159556
725740,155753,0.155753
726741,154016,0.154016
727742,154384,0.154384
728743,195952,0.195952
729744,154283,0.154283
730745,178295,0.178295
731746,162181,0.162181
732747,161051,0.161051
733748,153035,0.153035
734749,151387,0.151387
735750,152348,0.152348
736751,159644,0.159644
737752,163521,0.163521
738753,152288,0.152288
739754,152915,0.152915
740755,152738,0.152738
741756,153143,0.153143
742757,158694,0.158694
